Division,Division_Description,Sub_Division,Sub_Division_Description,Group,Group_Description,Family,Family_Description,Unit_Code,Unit_Title,Unit_Description,NCO_2004,QP_NOS Reference,QP_NOS Name,NSQF_Level,text
,,,,,,2144 Mechanical Engineers,,2144.1,,,2145.50,,,,
,,,,,,2144 Mechanical Engineers,,2144.11,,,2145.55,,,,
,,,,,,2144 Mechanical Engineers,,2144.12,,,2145.60,,,,
,,,,,,2144 Mechanical Engineers,,2144.1301,,,,,,,
,,,,,,2144 Mechanical Engineers,,2144.1302,,,,ASC/Q6402,Industrial Engineer (Workstation Design),4.0,
,,,,,,2144 Mechanical Engineers,,2144.1401,,,,CSC/Q0501,Service Engineer- Installation,4.0,
,,,,,,2144 Mechanical Engineers,,2144.1402,,,,CSC/Q0502,Service Engineer – Installation and Commissioning,4.0,
,,,,,,2144 Mechanical Engineers,,2144.99,,,2145.90,ASC/Q3903,Manager Heat Treatment /Metallurgist,6.0,
,,,,,,2145 Chemical Engineers,,2145.01,,,2146.10,,,,
,,,,,,2145 Chemical Engineers,,2145.02,,,2146.20,,,,
,,,,,,2145 Chemical Engineers,,2145.03,,,2146.30,,,,
,,,,,,2145 Chemical Engineers,,2145.04,,,2146.35,,,,
,,,,,,2145 Chemical Engineers,,2145.05,,,2146.40,,,,
,,,,,,2145 Chemical Engineers,,2145.06,,,2146.45,,,,
,,,,,,2145 Chemical Engineers,,2145.07,,,2146.50,,,,
,,,,,,2145 Chemical Engineers,,2145.08,,,2146.55,,,,
,,,,,,2145 Chemical Engineers,,2145.09,,,2146.60,,,,
,,,,,,2145 Chemical Engineers,,2145.1,,,2146.62,,,,
,,,,,,2145 Chemical Engineers,,2145.11,,,2146.68,,,,
,,,,,,2145 Chemical Engineers,,2145.12,,,2146.70,,,,
,,,,,,2145 Chemical Engineers,,2145.13,,,2146.80,,,,
,,,,,,2145 Chemical Engineers,,2145.14,,,2146.85,,,,
,,,,,,2145 Chemical Engineers,,2145.99,,,2146.90,,,,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.01,,,2147.10,,,,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.02,,,2147.20,,,,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.03,,,2147.25,,,,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.04,,,2147.30,,,,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.05,,,2147.40,,,,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.0501,,,,,,,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.06,,,2147.50,ELE/Q8703,Design Engineer,4.0,
,,,,,,"2146 Mining Engineers, Metallurgists and Related Professionals",,2146.99,,,2147.90,,,,
,,,,,,"2149 Engineering Professionals, Not Elsewhere Classified",,2149.01,,,2149.90,,,,
,,,,,,2151 Electrical Engineers,,2151.01,,,2143.10,,,,
,,,,,,2151 Electrical Engineers,,2151.02,,,2143.20,,,,
,,,,,,2151 Electrical Engineers,,2151.0201,,,,,,,
,,,,,,2151 Electrical Engineers,,2151.0202,,,,ELE/Q3801,Electrical Design Developer,4.0,
,,,,,,2151 Electrical Engineers,,2151.03,,,2143.30,ELE/Q9101,LED Light Design Engineer,5.0,
,,,,,,2151 Electrical Engineers,,2151.04,,,2143.40,,,,
,,,,,,2151 Electrical Engineers,,2151.0403,,,,,,,
,,,,,,2151 Electrical Engineers,,2151.0404,,,,ELE/Q9102,LED Light Design Validation Engineer,5.0,
,,,,,,2151 Electrical Engineers,,2151.0601,,,,ELE/Q8701,System Analyst (PCB Design),5.0,
,,,,,,2151 Electrical Engineers,,2151.0602,,,,ELE/Q8702,Systems Designer (PCB Design),5.0,
,,,,,,2151 Electrical Engineers,,2151.0701,,,,ELE/Q1601,Design-for- Manufacture Engineer,5.0,
,,,,,,2151 Electrical Engineers,,2151.99,,,2143.90,ASC/Q5102,Computer Aided Test Executive,6.0,
,,,,,,2152 Electronics Engineers,,2152.02,,,2144.60,,,,
,,,,,,2152 Electronics Engineers,,2152.0301,,,2144.65,,,,
,,,,,,2152 Electronics Engineers,,2152.04,,,2144.70,ELE/Q1201,Design Engineer,5.0,
,,,,,,2152 Electronics Engineers,,2152.0501,,,,,,,
,,,,,,2152 Electronics Engineers,,2152.0502,,,,ELE/Q1402,Design-for-Test Engineer,5.0,
,,,,,,2152 Electronics Engineers,,2152.0601,,,,ELE/Q7901,Quality Engineer,5.0,
,,,,,,2152 Electronics Engineers,,2152.0801,,,,ELE/Q6102,Electronic Hardware Design Engineer,5.0,
,,,,,,2152 Electronics Engineers,,2152.0901,,,,ELE/Q1301,Verification Engineer,5.0,
,,,,,,2152 Electronics Engineers,,2152.0902,,,,ELE/Q1601,Testing and Validation Engineer,5.0,
,,,,,,2152 Electronics Engineers,,2152.99,,,2144.90,TEL/Q2300,Telecom Terminal Equipment Application Developer (Android),4.0,
,,,,,,2153 Telecommunication Engineers,,2153.01,,,2144.10,,,,
,,,,,,2153 Telecommunication Engineers,,2153.0101,,,,,,,
,,,,,,2153 Telecommunication Engineers,,2153.0102,,,,TEL/Q2301,Telecom Terminal Equipment Application (Native Applications),4.0,
,,,,,,2153 Telecommunication Engineers,,2153.02,,,2144.20,MES/Q3402,Sound Engineer,4.0,
,,,,,,2153 Telecommunication Engineers,,2153.03,,,2144.30,,,,
,,,,,,2153 Telecommunication Engineers,,2153.04,,,2144.40,,,,
,,,,,,2153 Telecommunication Engineers,,2153.05,,,2144.50,,,,
,,,,,,2153 Telecommunication Engineers,,2153.0501,,,,,,,
,,,,,,2153 Telecommunication Engineers,,2153.0511,,,,MES/Q3401,Sound Designer,5.0,
,,,,,,2153 Telecommunication Engineers,,2153.0601,,,,TEL/Q6201,Core Engineer,6.0,
,,,,,,2153 Telecommunication Engineers,,2153.99,,,,G&J/Q2303,Hand Sketch Designer (Basic),4.0,
,,,,,,2161 Building Architects,,2161.01,,,2141.10,,,,
,,,,,,2161 Building Architects,,2161.99,,,2141.90,,,,
,,,,,,2163 Product and Garment Designers,,2163.01,,,3471.80,,,,
,,,,,,2163 Product and Garment Designers,,2163.0201,,,,,,,
,,,,,,2163 Product and Garment Designers,,2163.0301,,,,,,,
,,,,,,2163 Product and Garment Designers,,2163.04,,,3471.20,MES/Q0501,Art Director,5.0,
,,,,,,2163 Product and Garment Designers,,2163.05,,,3471.40,,,,
,,,,,,2163 Product and Garment Designers,,2163.06,,,3471.45,,,,
,,,,,,2164 Town and Traffic Planners,,2164.01,,,2141.20,,,,
,,,,,,2164 Town and Traffic Planners,,2164.02,,,2141.30,,,,
,,,,,,2165 Cartographers and Surveyors,,2165.01,,,2148.10,,,,
,,,,,,2165 Cartographers and Surveyors,,2165.03,,,2148.25,,,,
,,,,,,2165 Cartographers and Surveyors,,2165.04,,,2148.30,,,,
,,,,,,2165 Cartographers and Surveyors,,2165.05,,,2148.40,,,,
,,,,,,2165 Cartographers and Surveyors,,2165.06,,,2148.50,,,,
,,,,,,2165 Cartographers and Surveyors,,2165.99,,,2148.90,,,,
,,,,,,2166 Graphic and Multimedia Designers,,2166.01,,,2452.60,,,,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0111,,,,,,,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0201,,,2452.70,MES/Q0701,Animator,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0202,,,,MES/Q02501,Modeller,6.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0203,,,,MES/Q02502,Rigging Artist,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0204,,,,MES/Q02503,Texturing Artist,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0205,,,,MES/Q1302,Animation Director,5.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0206,,,,MES/Q0502,Character Designer,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0207,,,,MES/Q0506,clean-up Artist,3.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0208,,,,MES/Q3505,Compositor,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0209,,,,MES/Q0507,Storyboard Artist,3.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.021,,,,MES/Q3503,Rendering Artist,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0211,,,,MES/Q3501,VFX Editor,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0212,,,,MES/Q3504,Roto Artist,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.03,,,2452.80,G&J/Q2303,Designer(CAD),4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0401,,,,,,,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0501,,,3471.70,MES/Q0503,Layout Designer,4.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0511,,,,MES/Q0505,Colour Key Artist,3.0,
,,,,,,2166 Graphic and Multimedia Designers,,2166.0512,,,,MES/Q3502,Colourist,4.0,
,,,,,,2211 Generalist Medical Practitioners,,2211.01,,,2221.10,HSS/Q2301,Emergency Medical Technician-Basic,4.0,
,,,,,,2211 Generalist Medical Practitioners,,2211.02,,,2221.15,,,,
,,,,,,2211 Generalist Medical Practitioners,,2211.03,,,2221.20,,,,
,,,,,,2211 Generalist Medical Practitioners,,2211.04,,,2221.25,,,,
,,,,,,2211 Generalist Medical Practitioners,,2211.05,,,2221.30,,,,
,,,,,,2211 Generalist Medical Practitioners,,2211.99,,,2221.90,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.01,,,2221.35,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.02,,,2221.40,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.03,,,2221.42,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.04,,,2221.45,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.05,,,2221.50,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.06,,,2221.55,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.07,,,2221.60,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.08,,,2221.65,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.09,,,2221.68,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.1,,,2221.70,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.11,,,2221.75,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.12,,,2221.78,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.13,,,2221.80,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.14,,,2221.85,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.15,,,2212.30,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.16,,,2212.35,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.17,,,2212.40,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.18,,,2212.45,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.19,,,2212.50,,,,
,,,,,,2212 Specialist Medical Practitioners,,2212.99,,,2212.90,,,,
,,,,,,2221 Nursing Professionals,,2221.01,,,2230.10,,,,
,,,,,,2221 Nursing Professionals,,2221.99,,,2230.90,,,,
,,,,,,2230 Traditional and Complementary Medicine Professionals,,2230.01,,,2222.10,,,,
,,,,,,2230 Traditional and Complementary Medicine Professionals,,2230.02,,,2223.10,,,,
,,,,,,2230 Traditional and Complementary Medicine Professionals,,2230.03,,,2223.20,,,,
,,,,,,2230 Traditional and Complementary Medicine Professionals,,2230.04,,,2224.10,,,,
,,,,,,2230 Traditional and Complementary Medicine Professionals,,2230.99,,,3241.90,,,,
,,,,,,2240 Paramedical Practitioners,,2240.01,,,3221.10,,,,
,,,,,,2240 Paramedical Practitioners,,2240.04,,,3221.40,,,,
,,,,,,2240 Paramedical Practitioners,,2240.0501,,,,,,,
,,,,,,2240 Paramedical Practitioners,,2240.0502,,,,HSS/Q2302,Emergency Medical Technician- Advanced,5.0,
,,,,,,2240 Paramedical Practitioners,,2240.99,,,,LFS/Q0202,Production Chemist,5.0,
,,,,,,2250 Veterinarians,,2250.01,,,2212.60,,,,
,,,,,,2250 Veterinarians,,2250.02,,,2226.10,,,,
,,,,,,2250 Veterinarians,,2250.03,,,2226.20,,,,
,,,,,,2250 Veterinarians,,2250.04,,,2226.30,,,,
,,,,,,2250 Veterinarians,,2250.05,,,2226.40,,,,
,,,,,,2250 Veterinarians,,2250.06,,,2226.50,,,,
,,,,,,2250 Veterinarians,,2250.99,,,2226.90,,,,
,,,,,,2261 Dentists,,2261.01,,,2225.10,,,,
,,,,,,2261 Dentists,,2261.02,,,2225.20,,,,
,,,,,,2261 Dentists,,2261.03,,,2225.30,,,,
,,,,,,2261 Dentists,,2261.04,,,2225.40,,,,
,,,,,,2261 Dentists,,2261.05,,,2225.50,,,,
,,,,,,2261 Dentists,,2261.06,,,2225.60,,,,
,,,,,,2261 Dentists,,2261.99,,,2225.90,,,,
,,,,,,2262 Pharmacists,,2262.01,,,2113.70,,,,
,,,,,,2262 Pharmacists,,2262.0101,,,,,,,
,,,,,,2263 Environmental and Occupational Health and Hygiene Professionals,,2263.01,,,2229.10,SPF/Q1103,Sports Masseur,4.0,
,,,,,,2263 Environmental and Occupational Health and Hygiene Professionals,,2263.02,,,2229.15,,,,
,,,,,,2263 Environmental and Occupational Health and Hygiene Professionals,,2263.99,,,3152.90,,,,
,,,,,,2264 Physiotherapists,,2264.01,,,3226.10,,,,
,,,,,,2264 Physiotherapists,,2264.02,,,3226.20,,,,
,,,,,,2264 Physiotherapists,,2264.03,,,3226.30,,,,
,,,,,,2264 Physiotherapists,,2264.04,,,3226.40,,,,
,,,,,,2264 Physiotherapists,,2264.0401,,,,,,,
,,,,,,2264 Physiotherapists,,2264.99,,,3226.90,HSS/Q5201,Dietician Assistant,4.0,
,,,,,,2265 Dieticians and Nutritionists,,2265.01,,,3223.10,,,,
,,,,,,2265 Dieticians and Nutritionists,,2265.02,,,3223.20,,,,
,,,,,,2265 Dieticians and Nutritionists,,2265.0201,,,,,,,
,,,,,,2265 Dieticians and Nutritionists,,2265.03,,,3223.30,HSS/Q7601,Speech Language Pathologist and Audiologist,4.0,
,,,,,,2265 Dieticians and Nutritionists,,2265.99,,,3223.90,,,,
,,,,,,2266 Audiologists and Speech Therapists,,2266.01,,,3229.10,,,,
,,,,,,2266 Audiologists and Speech Therapists,,2266.02,,,3229.20,,,,
,,,,,,2266 Audiologists and Speech Therapists,,2266.03,,,3229.30,,,,
,,,,,,2266 Audiologists and Speech Therapists,,2266.0401,,,,,,,
,,,,,,"2269 Health Professionals, Not Elsewhere Classified",,2269.01,,,2229.20,,,,
,,,,,,"2269 Health Professionals, Not Elsewhere Classified",,2269.02,,,2229.30,,,,
,,,,,,"2269 Health Professionals, Not Elsewhere Classified",,2269.03,,,2229.40,,,,
,,,,,,"2269 Health Professionals, Not Elsewhere Classified",,2269.04,,,2229.90,,,,
,,,,,,"2269 Health Professionals, Not Elsewhere Classified",,2269.05,,,3229.40,,,,
,,,,,,"2269 Health Professionals, Not Elsewhere Classified",,2269.06,,,3229.50,,,,
,,,,,,"2269 Health Professionals, Not Elsewhere Classified",,2269.07,,,3229.90,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.01,,,2310.10,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.02,,,2310.15,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.03,,,2310.18,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.04,,,2310.20,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.05,,,2310.30,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.06,,,2310.40,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.07,,,2310.45,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.08,,,2310.48,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.09,,,2310.50,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.1,,,2310.60,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.11,,,2310.70,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.12,,,2310.80,,,,
,,,,,,2310 University and Higher Education Teachers,,2310.99,,,2310.90,,,,
,,,,,,2320 Vocational Education Teachers,,2320.0101,,,,,,,
,,,,,,2320 Vocational Education Teachers,,2320.0102,,,,SKS/Q0801,Physical Security Trainer,6.0,
,,,,,,,,2330.01,,,2320.10,SSC/Q0509,Master Trainer for Junior Software Developer,6.0,
,,,,,,,,2330.02,,,2320.12,,,,
,,,,,,,,2330.03,,,2320.15,,,,
,,,,,,,,2330.04,,,2320.20,,,,
,,,,,,,,2330.99,,,2320.90,,,,
,,,,,,2341 Primary School Teachers,,2341.01,,,3311.10,,,,
,,,,,,2341 Primary School Teachers,,2341.02,,,3311.20,,,,
,,,,,,2341 Primary School Teachers,,2341.04,,,3312.10,,,,
,,,,,,2341 Primary School Teachers,,2341.99,,,3312.90,,,,
,,,,,,2342 Early Childhood Educators,,2342.01,,,3320.10,,,,
,,,,,,2342 Early Childhood Educators,,2342.99,,,3320.90,,,,
,,,,,,2351 Education Method Specialists,,2351.01,,,2332.10,,,,
,,,,,,2351 Education Method Specialists,,2351.99,,,2331.90,,,,
,,,,,,2352 Special Needs Teachers,,2352.01,,,3330.10,,,,
,,,,,,2352 Special Needs Teachers,,2352.02,,,3330.20,,,,
,,,,,,2352 Special Needs Teachers,,2352.03,,,3330.30,,,,
,,,,,,2352 Special Needs Teachers,,2352.04,,,3330.40,,,,
,,,,,,2352 Special Needs Teachers,,2352.99,,,3330.90,,,,
,,,,,,2355 Other Arts Teachers,,2355.01,,,2339.10,,,,
,,,,,,2355 Other Arts Teachers,,2355.99,,,2339.90,,,,
,,,,,,2356 Information Technology Trainers,,2356.01,,,3340.10,,,,
,,,,,,2356 Information Technology Trainers,,2356.0301,,,,,,,
,,,,,,2356 Information Technology Trainers,,2356.99,,,3340.90,SSC/Q2301,Associate- Transactional Finance and Accounting,7.0,
,,,,,,"2359 Teaching Professionals, Not Elsewhere Classified",,2359.01,,,3340.20,,,,
,,,,,,2411 Accountants,,2411.01,,,2411.10,,,,
,,,,,,2411 Accountants,,2411.0101,,,,,,,
,,,,,,2411 Accountants,,2411.02,,,2411.20,SSC/Q2302,Associate-Finance and Accounting Complex,7.0,
,,,,,,2411 Accountants,,2411.0201,,,,,,,
,,,,,,2411 Accountants,,2411.03,,,2411.30,AGR/Q7701,Agriculture Field Officer,4.0,
,,,,,,2411 Accountants,,2412.01,,,2411.40,,,,
,,,,,,2411 Accountants,,2412.02,,,2411.50,,,,
,,,,,,2411 Accountants,,2412.03,,,2411.60,,,,
,,,,,,2411 Accountants,,2412.04,,,2411.70,,,,
,,,,,,2411 Accountants,,2412.0501,,,,,,,
,,,,,,2411 Accountants,,2412.06,,,3411.40,SSC/Q2601,Analyst-Research,7.0,
,,,,,,2411 Accountants,,2412.99,,,2411.90,,,,
,,,,,,2421 Management and Organization Analysts,,2421.0101,,,,,,,
,,,,,,2423 Personal and Careers Professionals,,2423.01,,,2412.40,SSC/Q2501,Associate- Recruitment,5.0,
,,,,,,2423 Personal and Careers Professionals,,2423.0101,,,,,,,
,,,,,,2423 Personal and Careers Professionals,,2423.02,,,2412.50,ASC/Q0201,Sales Training Manager,6.0,
,,,,,,2423 Personal and Careers Professionals,,2423.05,,,2412.75,,,,
,,,,,,2423 Personal and Careers Professionals,,2423.99,,,2412.90,,,,
,,,,,,2424 Training and Staff Development Professionals,,2424.01,,,2412.10,,,,
,,,,,,2424 Training and Staff Development Professionals,,2424.02,,,2412.20,,,,
,,,,,,2424 Training and Staff Development Professionals,,2424.03,,,2412.30,,,,
,,,,,,2424 Training and Staff Development Professionals,,2424.0401,,,,,,,
,,,,,,2424 Training and Staff Development Professionals,,2424.0402,,,,ASC/Q1109,Sales/Service Trainer (Dealer),6.0,
,,,,,,2424 Training and Staff Development Professionals,,2424.0501,,,,ASC/Q0802,Service Training Centre In charge,6.0,
,,,,,,2424 Training and Staff Development Professionals,,2424.0502,,,,ASC/Q0801,Field Service Trainer,5.0,
,,,,,,2424 Training and Staff Development Professionals,,2424.99,,,,ASC/Q0701,Regional Service Marketing Manager,6.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.01,,,2419.40,,,,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0101,,,,,,,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0102,,,,ASC/Q0503,Product Brand Manager,6.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0201,,,,,,,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0202,,,,MES/Q0208,Account Executive (Advertising Agency),6.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.03,,,2451.47,SSC/Q6302,Market Research Associate,7.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.04,,,2451.50,,,,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0501,,,,,,,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0502,,,,SSC/Q6301,Management Trainee Sales Marketing/Business Development,8.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0503,,,,SSC/Q4102,Market Research Associate,7.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0504,,,,SSC/Q4101,Management Trainee – Product Marketing,8.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0601,,,,SSC/Q6501,Product Executive,7.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0651,,,,MES/Q0203,Sales Executive (Media Org),2.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.0671,,,,MES/Q0205,Traffic Co-ordinator,4.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.07,,,2451.52,ASC/Q0501,Digital Marketing/Social Media Manager,6.0,
,,,,,,2431 Advertising and Marketing Professionals,,2431.08,,,3411.30,,,,
,,,,,,2431 Advertising and Marketing Professionals,,2431.99,,,,,,,
,,,,,,2432 Public Relations Professionals,,2432.01,,,2419.10,,,,
,,,,,,2432 Public Relations Professionals,,2432.02,,,2419.20,,,,
,,,,,,2432 Public Relations Professionals,,2432.0201,,,,,,,
,,,,,,2432 Public Relations Professionals,,2432.03,,,2419.30,ELE/Q7202,Area Sales Officer,5.0,
,,,,,,2432 Public Relations Professionals,,2432.99,,,2419.90,,,,
,,,,,,2433 Technical and Medical Sales Professional (excluding ICT),,2433.0101,,,,,,,
,,,,,,2433 Technical and Medical Sales Professional (excluding ICT),,2433.0201,,,3415.20,LFS/Q0401,Medical Sales Representative,5.0,
,,,,,,2433 Technical and Medical Sales Professional (excluding ICT),,2433.0301,,,,ELE/Q7601,Sales Executive- Medical Electronics,5.0,
,,,,,,2433 Technical and Medical Sales Professional (excluding ICT),,2433.0401,,,,ELE/Q3201,Sales Executive- Consumer Electronics,4.0,
,,,,,,2433 Technical and Medical Sales Professional (excluding ICT),,2433.0501,,,,ELE/Q5601,Sales Executive- Solar Electronics,5.0,
,,,,,,2433 Technical and Medical Sales Professional (excluding ICT),,2433.0601,,,,ELE/Q1101,Business Development Executive,5.0,
,,,,,,2433 Technical and Medical Sales Professional (excluding ICT),,2433.07,,,3415.50,SSC/Q1101,Sales and Pre-Sales Analyst,7.0,
,,,,,,2434 Information and Communications Technology Sales Professionals,,2434.0101,,,,,,,
,,,,,,2434 Information and Communications Technology Sales Professionals,,2434.0201,,,,SSC/Q6303,Sales/Pre-Sales Executive,7.0,
,,,,,,2511 System Analysts,,2511.01,,,2131.10,SSC/Q0301,Deployment Engineer,7.0,
,,,,,,2511 System Analysts,,2511.0101,,,,,,,
,,,,,,2511 System Analysts,,2511.0102,,,,SSC/Q7101,Engineer-Software Transition,7.0,
,,,,,,2511 System Analysts,,2511.0103,,,,SSC/Q6901,Engineer-Packaging,7.0,
,,,,,,2511 System Analysts,,2511.0104,,,,SSC/Q5201,Engineer-Product Lifecycle Management (PLM),7.0,
,,,,,,2511 System Analysts,,2511.0105,,,,SSC/Q0701,Analyst,7.0,
